median_house_value,housing_median_age,total_rooms,population,total_bedrooms,households,median_income,ocean_proximity,latitude,longitude,is_train,scaled_housing_median_age,scaled_clean_total_rooms,scaled_clean_population,scaled_clean_total_bedrooms,scaled_clean_households,scaled_clean_median_income,log10_median_house_value,bucketized_longitude,bucketized_latitude,bucketized_latitude_X_bucketized_longitude,hashed_bucketized_latitude_X_bucketized_longitude,encoded_ocean_proximity
110600.0,46.0,1480.0,1511.0,358.0,348.0,1.9718,INLAND,34.05,-117.75,True,1.3803962,-0.6898625,0.22490945,-0.50478977,-0.45703822,-1.104183,5.043755,8,3,3_X_8,161,1
129700.0,26.0,3827.0,3367.0,814.0,810.0,3.15,INLAND,34.04,-117.73,True,-0.2097079,0.9906297,2.350135,1.0838252,1.2822536,-0.3944049,5.11294,8,3,3_X_8,161,1
118100.0,42.0,1967.0,1459.0,378.0,348.0,3.0375,INLAND,34.03,-117.73,True,1.0623754,-0.34116215,0.15711084,-0.43511367,-0.45703822,-0.46217778,5.07225,8,3,3_X_8,161,1
116400.0,33.0,2318.0,1904.0,464.0,451.0,3.7454,INLAND,34.02,-117.74,True,0.34682855,-0.08984014,0.73731047,-0.13550645,-0.06927403,-0.03572054,5.065953,8,3,3_X_8,161,1
129600.0,27.0,2215.0,1987.0,440.0,449.0,3.0429,INLAND,34.04,-117.74,True,-0.1302027,-0.1635899,0.84552747,-0.21911778,-0.07680343,-0.45892468,5.112605,8,3,3_X_8,161,1
123300.0,27.0,3623.0,3712.0,809.0,754.0,3.4609,INLAND,34.03,-117.74,True,-0.1302027,0.84456223,2.350135,1.0664061,1.0714303,-0.20711069,5.090963,8,3,3_X_8,161,1
113600.0,22.0,2948.0,2600.0,636.0,602.0,3.125,INLAND,34.04,-117.75,True,-0.52772874,0.36125064,1.6447688,0.46370795,0.4991958,-0.40946552,5.0553784,8,3,3_X_8,161,1
115800.0,34.0,1914.0,1564.0,,328.0,2.8347,INLAND,34.04,-117.76,True,0.42633376,-0.37911105,0.2940119,,-0.53233224,-0.58434975,5.063709,8,3,3_X_8,161,1
113000.0,36.0,2242.0,2052.0,448.0,447.0,3.4464,INLAND,34.04,-117.76,True,0.5853442,-0.14425744,0.93027574,-0.19124733,-0.08433283,-0.21584587,5.0530787,8,3,3_X_8,161,1
227900.0,26.0,2712.0,1389.0,402.0,377.0,5.6513,<1H OCEAN,34.0,-117.85,True,-0.2097079,0.1922706,0.06584348,-0.35150236,-0.3478619,1.1124429,5.357744,8,2,2_X_8,109,0
310700.0,10.0,17820.0,8686.0,2812.0,2666.0,6.3875,<1H OCEAN,33.99,-117.86,True,-1.4817913,2.3209896,2.350135,2.3310273,2.3495462,1.5559487,5.492341,8,2,2_X_8,109,0
247600.0,25.0,4240.0,1885.0,643.0,637.0,6.2384,<1H OCEAN,34.03,-117.8,True,-0.28921312,1.2863448,0.71253794,0.48809457,0.63096035,1.466127,5.3937507,8,3,3_X_8,161,0
253900.0,8.0,32054.0,15507.0,5290.0,5050.0,6.0191,<1H OCEAN,34.03,-117.78,True,-1.6408017,2.3209896,2.350135,2.3310273,2.3495462,1.3340151,5.4046626,8,3,3_X_8,161,0
212900.0,16.0,9446.0,4911.0,1650.0,1534.0,5.0111,<1H OCEAN,34.01,-117.83,True,-1.00476,2.3209896,2.350135,2.3310273,2.3495462,0.72676986,5.3281755,8,3,3_X_8,161,0
230600.0,23.0,3351.0,1535.0,591.0,522.0,5.0869,<1H OCEAN,34.02,-117.8,True,-0.44822353,0.64980555,0.25620112,0.30693674,0.19801974,0.7724337,5.3628592,8,3,3_X_8,161,0
282100.0,12.0,9197.0,4332.0,1642.0,1554.0,4.9589,<1H OCEAN,34.01,-117.81,True,-1.3227808,2.3209896,2.350135,2.3310273,2.3495462,0.6953232,5.450403,8,3,3_X_8,161,0
315600.0,5.0,18690.0,9427.0,2862.0,2777.0,6.4266,<1H OCEAN,34.02,-117.79,True,-1.8793173,2.3209896,2.350135,2.3310273,2.3495462,1.5795037,5.499137,8,3,3_X_8,161,0
253800.0,26.0,797.0,383.0,117.0,114.0,6.8758,<1H OCEAN,34.0,-117.84,True,-0.2097079,-1.1789021,-1.2457988,-1.3443867,-1.3379782,1.8501133,5.4044914,8,2,2_X_8,109,0
267000.0,14.0,17527.0,8380.0,2751.0,2676.0,6.2734,<1H OCEAN,33.99,-117.83,True,-1.1637704,2.3209896,2.350135,2.3310273,2.3495462,1.487212,5.4265113,8,2,2_X_8,109,0
221200.0,26.0,3638.0,1993.0,557.0,593.0,6.1076,<1H OCEAN,33.98,-117.84,True,-0.2097079,0.85530245,0.8533504,0.18848738,0.4653135,1.3873298,5.344785,8,2,2_X_8,109,0
368300.0,11.0,21533.0,9671.0,3078.0,2890.0,7.0329,<1H OCEAN,33.97,-117.83,True,-1.402286,2.3209896,2.350135,2.3310273,2.3495462,1.9447544,5.5662017,8,2,2_X_8,109,0
339700.0,7.0,27700.0,15037.0,4179.0,4072.0,6.6288,<1H OCEAN,34.04,-117.87,True,-1.7203069,2.3209896,2.350135,2.3310273,2.3495462,1.7013141,5.5310955,8,3,3_X_8,161,0
262100.0,19.0,6300.0,3671.0,937.0,943.0,5.9716,<1H OCEAN,34.02,-117.86,True,-0.76624435,2.3209896,2.350135,1.5123332,1.7829589,1.3053999,5.418467,8,3,3_X_8,161,0
264400.0,16.0,4632.0,3038.0,,727.0,5.1762,<1H OCEAN,34.01,-117.86,True,-1.00476,1.5670235,2.2158418,,0.9697834,0.82623035,5.422261,8,3,3_X_8,161,0
271500.0,16.0,3552.0,2120.0,575.0,573.0,6.4333,<1H OCEAN,34.02,-117.87,True,-1.00476,0.793725,1.0189354,0.25119585,0.39001948,1.5835398,5.4337697,8,3,3_X_8,161,0
402500.0,4.0,9959.0,4904.0,1544.0,1429.0,6.9754,<1H OCEAN,34.04,-117.84,True,-1.9588225,2.3209896,2.350135,2.3310273,2.3495462,1.9101149,5.604766,8,3,3_X_8,161,0
462700.0,24.0,3128.0,1406.0,497.0,472.0,7.5286,<1H OCEAN,34.06,-117.85,True,-0.36871833,0.49013373,0.08800841,-0.020540904,0.009784691,2.243377,5.6652994,8,3,3_X_8,161,0
386200.0,23.0,1160.0,467.0,166.0,178.0,8.105,<1H OCEAN,34.08,-117.85,True,-0.44822353,-0.918988,-1.136278,-1.1736803,-1.0970373,2.5356135,5.5868125,8,3,3_X_8,161,0
500001.0,32.0,761.0,295.0,101.0,95.0,11.1077,<1H OCEAN,34.07,-117.85,True,0.26732334,-1.2046788,-1.360535,-1.4001275,-1.4095075,2.5356135,5.698971,8,3,3_X_8,161,0
380900.0,31.0,2524.0,1003.0,349.0,343.0,7.5196,<1H OCEAN,34.08,-117.86,True,0.18781814,0.05765939,-0.43743083,-0.536144,-0.47586173,2.237955,5.580811,8,3,3_X_8,161,0
267200.0,33.0,4518.0,2037.0,716.0,764.0,5.6015,<1H OCEAN,34.08,-117.87,False,0.34682855,1.4853976,0.91071844,0.7424123,1.1090773,1.082442,5.4268365,8,3,3_X_8,161,0
258700.0,21.0,4723.0,2210.0,882.0,768.0,3.8167,<1H OCEAN,34.07,-117.87,True,-0.60723394,1.632181,1.1362792,1.3207239,1.1241362,0.0072324225,5.4127965,8,3,3_X_8,161,0
189900.0,22.0,5179.0,2315.0,944.0,884.0,4.51,<1H OCEAN,34.1,-117.85,True,-0.52772874,1.9586848,1.2731802,1.5367198,1.5608414,0.42489424,5.278525,8,3,3_X_8,161,0
218200.0,29.0,3855.0,2205.0,585.0,609.0,5.5496,<1H OCEAN,34.09,-117.86,True,0.028807726,1.0106782,1.1297601,0.2860339,0.5255487,1.0511762,5.338855,8,3,3_X_8,161,0
263900.0,16.0,4556.0,2066.0,639.0,651.0,6.4667,<1H OCEAN,34.09,-117.85,True,-1.00476,1.5126061,0.94852924,0.47415936,0.68366617,1.6036608,5.421439,8,3,3_X_8,161,0
239100.0,26.0,3408.0,1664.0,542.0,543.0,6.1498,<1H OCEAN,34.09,-117.86,True,-0.2097079,0.6906185,0.42439383,0.1362303,0.27707845,1.4127522,5.3785796,8,3,3_X_8,161,0
191700.0,25.0,2208.0,1084.0,477.0,424.0,3.775,<1H OCEAN,34.1,-117.87,True,-0.28921312,-0.16860202,-0.33182144,-0.090216994,-0.17092095,-0.017888734,5.2826223,8,3,3_X_8,161,0
189600.0,31.0,1484.0,927.0,327.0,317.0,3.6484,<1H OCEAN,34.09,-117.87,True,0.18781814,-0.6869984,-0.5365211,-0.6127877,-0.57374394,-0.09415585,5.277838,8,3,3_X_8,161,0
216600.0,32.0,3357.0,1696.0,621.0,604.0,4.2685,<1H OCEAN,34.1,-117.88,True,0.26732334,0.65410167,0.46611604,0.41145086,0.5067252,0.27940843,5.3356586,8,3,3_X_8,161,0
188300.0,36.0,1811.0,1005.0,320.0,332.0,5.5629,<1H OCEAN,34.09,-117.89,True,0.5853442,-0.4528608,-0.4348232,-0.6371743,-0.5172734,1.0591884,5.2748504,7,3,3_X_7,79,0
220000.0,36.0,1267.0,640.0,191.0,200.0,5.2405,<1H OCEAN,34.09,-117.87,True,0.5853442,-0.84237415,-0.91071725,-1.0865852,-1.0142139,0.86496633,5.3424225,8,3,3_X_8,161,0
206900.0,33.0,3630.0,2257.0,800.0,796.0,3.2469,<1H OCEAN,34.08,-117.87,True,0.34682855,0.8495743,1.1975588,1.035052,1.2295477,-0.33602983,5.3157606,8,3,3_X_8,161,0
186000.0,29.0,3416.0,2223.0,790.0,728.0,3.5109,<1H OCEAN,34.09,-117.88,True,0.028807726,0.69634664,1.1532289,1.0002139,0.9735481,-0.17698939,5.269513,8,3,3_X_8,161,0
180600.0,23.0,2535.0,1327.0,490.0,466.0,3.5977,<1H OCEAN,34.1,-117.86,True,-0.44822353,0.06553558,-0.014993326,-0.044927537,-0.0128035145,-0.12469883,5.2567177,8,3,3_X_8,161,0
196900.0,29.0,1185.0,588.0,197.0,196.0,5.0832,<1H OCEAN,34.1,-117.86,False,0.028807726,-0.9010875,-0.97851586,-1.0656823,-1.0292728,0.7702047,5.2942457,8,3,3_X_8,161,0
173300.0,15.0,6409.0,3359.0,1363.0,1267.0,3.875,<1H OCEAN,34.1,-117.87,True,-1.0842652,2.3209896,2.350135,2.3310273,2.3495462,0.04235385,5.2387986,8,3,3_X_8,161,0
180700.0,17.0,7836.0,4419.0,1624.0,1526.0,3.8465,<1H OCEAN,34.1,-117.84,True,-0.92525476,2.3209896,2.350135,2.3310273,2.3495462,0.025184713,5.256958,8,3,3_X_8,161,0
180600.0,27.0,1748.0,985.0,403.0,416.0,3.1133,INLAND,34.11,-117.85,True,-0.1302027,-0.4979699,-0.46089956,-0.34801856,-0.20103855,-0.41651392,5.2567177,8,4,4_X_8,102,1
183800.0,33.0,2059.0,1073.0,361.0,339.0,4.2454,<1H OCEAN,34.12,-117.87,True,0.34682855,-0.27528858,-0.34616345,-0.49433833,-0.49092054,0.26549238,5.2643456,8,4,4_X_8,102,0
158500.0,33.0,1485.0,1006.0,274.0,258.0,5.1708,<1H OCEAN,34.12,-117.88,True,0.34682855,-0.6862824,-0.43351936,-0.7974293,-0.7958613,0.82297724,5.2000294,8,4,4_X_8,102,0
178000.0,34.0,912.0,522.0,165.0,150.0,4.0417,<1H OCEAN,34.12,-117.88,True,0.42633376,-1.0965602,-1.0645679,-1.1771641,-1.202449,0.14277823,5.25042,8,4,4_X_8,102,0
174500.0,34.0,1004.0,772.0,220.0,217.0,3.8571,<1H OCEAN,34.12,-117.87,False,0.42633376,-1.0306866,-0.7386131,-0.9855548,-0.950214,0.031570427,5.2417955,8,4,4_X_8,102,0
199600.0,23.0,4066.0,2105.0,819.0,737.0,4.6556,<1H OCEAN,34.11,-117.87,True,-0.44822353,1.1617578,0.9993782,1.1012442,1.0074304,0.51260746,5.3001604,8,4,4_X_8,102,0
192200.0,34.0,1324.0,799.0,211.0,228.0,4.5234,<1H OCEAN,34.11,-117.87,True,0.42633376,-0.8015612,-0.70340997,-1.016909,-0.90880233,0.43296677,5.2837534,8,4,4_X_8,102,0
182700.0,30.0,3082.0,2008.0,602.0,619.0,4.1411,<1H OCEAN,34.11,-117.88,True,0.108312935,0.45719695,0.8729077,0.3452586,0.5631957,0.20265937,5.261739,8,4,4_X_8,102,0
168800.0,35.0,1470.0,885.0,241.0,246.0,4.9239,<1H OCEAN,34.12,-117.89,True,0.505839,-0.6970227,-0.59128153,-0.9123949,-0.8410377,0.6742383,5.2273726,7,4,4_X_7,147,0
165300.0,35.0,1574.0,1088.0,276.0,289.0,4.0938,<1H OCEAN,34.12,-117.88,True,0.505839,-0.62255687,-0.32660618,-0.7904617,-0.6791556,0.17416462,5.2182727,8,4,4_X_8,102,0
151300.0,36.0,806.0,446.0,147.0,153.0,4.5221,<1H OCEAN,34.11,-117.89,True,0.5853442,-1.172458,-1.1636583,-1.2398726,-1.1911548,0.4321836,5.179839,7,4,4_X_7,147,0
157000.0,18.0,2923.0,1751.0,670.0,656.0,3.2383,<1H OCEAN,34.11,-117.88,True,-0.84574956,0.34335023,0.5378261,0.5821573,0.7024897,-0.3412107,5.1958995,8,4,4_X_8,102,0
141900.0,35.0,1447.0,1224.0,272.0,268.0,3.9934,<1H OCEAN,34.12,-117.89,True,0.505839,-0.713491,-0.14928673,-0.8043969,-0.7582143,0.11368107,5.1519823,7,4,4_X_7,147,0
141300.0,35.0,1566.0,1396.0,321.0,317.0,4.05,<1H OCEAN,34.12,-117.89,True,0.505839,-0.628285,0.074970216,-0.63369054,-0.57374394,0.14777836,5.150142,7,4,4_X_7,147,0
140200.0,27.0,2434.0,1623.0,535.0,498.0,3.6875,<1H OCEAN,34.11,-117.89,True,-0.1302027,-0.006782148,0.37093723,0.111843675,0.10766692,-0.070600994,5.146748,7,4,4_X_7,147,0
140100.0,37.0,1286.0,1047.0,255.0,249.0,4.2019,<1H OCEAN,34.11,-117.9,False,0.6648494,-0.8287698,-0.38006276,-0.86362165,-0.8297436,0.23928685,5.146438,7,4,4_X_7,147,0
155600.0,25.0,2559.0,1674.0,654.0,623.0,2.8547,<1H OCEAN,34.13,-117.88,True,-0.28921312,0.08271999,0.43743202,0.5264164,0.5782545,-0.5723012,5.1920094,8,4,4_X_8,102,0
164300.0,36.0,2029.0,1327.0,351.0,364.0,4.1836,<1H OCEAN,34.12,-117.88,True,0.5853442,-0.29676908,-0.014993326,-0.5291764,-0.396803,0.22826245,5.2156377,8,4,4_X_8,102,0
147400.0,34.0,2159.0,1443.0,386.0,385.0,4.1995,<1H OCEAN,34.13,-117.89,True,0.42633376,-0.20368686,0.13624972,-0.40724322,-0.31774428,0.23784102,5.1684976,7,4,4_X_7,147,0
117600.0,25.0,3076.0,2868.0,856.0,752.0,2.6619,<1H OCEAN,34.13,-117.9,True,-0.28921312,0.45290086,1.9941924,1.230145,1.063901,-0.6884489,5.0704074,7,4,4_X_7,147,0
136100.0,32.0,1640.0,1312.0,391.0,358.0,2.6292,<1H OCEAN,34.13,-117.9,True,0.26732334,-0.57529974,-0.03455062,-0.3898242,-0.4193912,-0.70814824,5.133858,7,4,4_X_7,147,0
139800.0,5.0,1126.0,819.0,316.0,311.0,1.5,<1H OCEAN,34.13,-117.9,True,-1.8793173,-0.94333255,-0.6773336,-0.6511096,-0.59633213,-1.3884075,5.1455073,7,4,4_X_7,147,0
133000.0,37.0,1801.0,1564.0,422.0,425.0,3.1597,<1H OCEAN,34.13,-117.9,True,0.6648494,-0.460021,0.2940119,-0.28182626,-0.16715625,-0.38856134,5.123852,7,4,4_X_7,147,0
124100.0,33.0,1788.0,1787.0,456.0,361.0,2.6629,<1H OCEAN,34.12,-117.9,True,0.34682855,-0.4693292,0.5847636,-0.1633769,-0.40809712,-0.6878465,5.093772,7,4,4_X_7,147,0
138200.0,33.0,1555.0,1571.0,361.0,386.0,4.0529,<1H OCEAN,34.12,-117.9,True,0.34682855,-0.6361612,0.3031386,-0.49433833,-0.3139796,0.1495254,5.140508,7,4,4_X_7,147,0
151400.0,35.0,957.0,804.0,194.0,221.0,3.3322,<1H OCEAN,34.12,-117.9,True,0.505839,-1.0643394,-0.6968909,-1.0761337,-0.9351552,-0.2846429,5.1801257,7,4,4_X_7,147,0
138500.0,34.0,1540.0,1037.0,328.0,317.0,2.2132,<1H OCEAN,34.13,-117.91,True,0.42633376,-0.6469014,-0.39310095,-0.6093039,-0.57374394,-0.9587574,5.14145,7,4,4_X_7,147,0
132600.0,42.0,1762.0,1526.0,398.0,365.0,2.8643,INLAND,34.13,-117.92,True,1.0623754,-0.48794565,0.24446674,-0.36543757,-0.3930383,-0.56651795,5.1225433,7,4,4_X_7,147,1
145500.0,41.0,2673.0,2259.0,578.0,592.0,3.7846,<1H OCEAN,34.12,-117.91,False,0.9828702,0.16434595,1.2001663,0.26164728,0.4615488,-0.012105446,5.162863,7,4,4_X_7,147,0
149500.0,33.0,1391.0,1038.0,309.0,298.0,4.1944,<1H OCEAN,34.12,-117.91,True,0.34682855,-0.753588,-0.39179716,-0.67549616,-0.64527327,0.23476866,5.174641,7,4,4_X_7,147,0
144400.0,32.0,2552.0,2161.0,576.0,548.0,2.9459,<1H OCEAN,34.12,-117.92,False,0.26732334,0.07770787,1.0723921,0.25467968,0.29590195,-0.51736,5.1595674,7,4,4_X_7,147,0
134400.0,36.0,294.0,266.0,67.0,80.0,3.5385,INLAND,34.12,-117.93,True,0.5853442,-1.5390588,-1.3983457,-1.5185769,-1.465978,-0.16036244,5.1283994,7,4,4_X_7,147,1
142600.0,23.0,4776.0,4797.0,1316.0,1187.0,2.1667,<1H OCEAN,34.11,-117.9,True,-0.44822353,1.6701299,2.350135,2.3310273,2.3495462,-0.9867702,5.1541195,7,4,4_X_7,147,0
153000.0,20.0,3158.0,2396.0,684.0,713.0,3.525,<1H OCEAN,34.11,-117.91,True,-0.68673915,0.51161426,1.3787897,0.63093054,0.9170776,-0.1684952,5.1846914,7,4,4_X_7,147,0
126200.0,24.0,2838.0,2151.0,695.0,645.0,3.2202,<1H OCEAN,34.11,-117.92,True,-0.36871833,0.28248876,1.0593538,0.6692524,0.661078,-0.3521146,5.1010594,7,4,4_X_7,147,0
153400.0,31.0,1239.0,929.0,254.0,244.0,3.3625,<1H OCEAN,34.1,-117.94,True,0.18781814,-0.8624226,-0.53391343,-0.8671054,-0.8485671,-0.2663894,5.1858253,7,3,3_X_7,79,0
137500.0,18.0,123.0,121.0,28.0,26.0,3.0417,INLAND,34.11,-117.97,True,-0.84574956,-1.6614977,-1.5873996,-1.6544453,-1.669272,-0.4596476,5.138303,7,4,4_X_7,147,1
141000.0,11.0,2399.0,2307.0,527.0,531.0,3.5625,INLAND,34.08,-117.99,True,-1.402286,-0.031842746,1.2627497,0.08397324,0.23190205,-0.14590423,5.149219,7,3,3_X_7,79,1
147200.0,31.0,1507.0,1548.0,369.0,347.0,3.4327,INLAND,34.07,-117.99,True,0.18781814,-0.67053,0.27315077,-0.46646792,-0.4608029,-0.2240991,5.1679077,7,3,3_X_7,79,1
139400.0,15.0,3543.0,3131.0,888.0,823.0,3.0184,INLAND,34.07,-117.98,True,-1.0842652,0.78728086,2.337097,1.3416268,1.3311948,-0.47368413,5.144263,7,3,3_X_7,79,1
152500.0,28.0,441.0,504.0,106.0,108.0,2.9107,INLAND,34.07,-117.98,True,-0.050697483,-1.4338043,-1.0880368,-1.3827085,-1.3605664,-0.5385654,5.18327,7,3,3_X_7,79,1
145800.0,32.0,2491.0,2660.0,616.0,595.0,2.5639999999999996,INLAND,34.06,-117.99,False,0.26732334,0.03403083,1.722998,0.39403185,0.4728429,-0.7474264,5.1637573,7,3,3_X_7,79,1
138500.0,34.0,1696.0,1609.0,456.0,426.0,2.25,INLAND,34.07,-118.0,False,0.42633376,-0.5352028,0.35268375,-0.1633769,-0.16339155,-0.9365881,5.14145,7,3,3_X_7,79,1
145900.0,35.0,1681.0,1648.0,360.0,373.0,2.4911,INLAND,34.07,-117.99,True,0.505839,-0.545943,0.4035327,-0.49782214,-0.3629207,-0.7913433,5.1640553,7,3,3_X_7,79,1
134800.0,35.0,1032.0,954.0,207.0,191.0,2.8906,INLAND,34.08,-117.99,True,0.505839,-1.0106381,-0.501318,-1.0308442,-1.0480963,-0.55067414,5.1296897,7,3,3_X_7,79,1
142400.0,8.0,2027.0,1781.0,480.0,447.0,3.0806,INLAND,34.08,-117.97,True,-1.6408017,-0.2982011,0.5769407,-0.07976558,-0.08433283,-0.43621323,5.15351,7,3,3_X_7,79,1
164100.0,30.0,2227.0,1961.0,474.0,481.0,3.3261,INLAND,34.08,-117.97,True,0.108312935,-0.15499769,0.81162816,-0.10066841,0.043667,-0.28831768,5.2151084,7,3,3_X_7,79,1
158400.0,32.0,2910.0,2583.0,709.0,670.0,3.7736,<1H OCEAN,34.07,-117.96,True,0.26732334,0.334042,1.6226039,0.7180257,0.7551955,-0.01873213,5.199755,7,3,3_X_7,79,0
157100.0,20.0,2063.0,1573.0,496.0,468.0,3.2,<1H OCEAN,34.07,-117.97,True,-0.68673915,-0.2724245,0.30574626,-0.024024708,-0.005274113,-0.3642836,5.196176,7,3,3_X_7,79,0
162500.0,22.0,1438.0,1325.0,364.0,335.0,2.7802,<1H OCEAN,34.07,-117.97,True,-0.52772874,-0.7199352,-0.017600965,-0.48388693,-0.50597936,-0.61718196,5.2108536,7,3,3_X_7,79,0
152200.0,17.0,3640.0,3537.0,830.0,807.0,3.4784,INLAND,34.08,-117.98,True,-0.92525476,0.8567345,2.350135,1.1395661,1.2709595,-0.19656824,5.1824145,7,3,3_X_7,79,1
159700.0,22.0,5661.0,5389.0,1209.0,1178.0,3.7727,INLAND,34.1,-117.98,True,-0.52772874,2.303805,2.350135,2.3310273,2.3495462,-0.019274313,5.203305,7,3,3_X_7,79,1
161300.0,31.0,3073.0,2640.0,617.0,594.0,3.5,INLAND,34.09,-117.98,True,0.18781814,0.4507528,1.6969216,0.39751565,0.4690782,-0.18355584,5.2076344,7,3,3_X_7,79,1
160500.0,27.0,3569.0,3339.0,761.0,762.0,4.1304,INLAND,34.09,-117.97,True,-0.1302027,0.8058973,2.350135,0.8991835,1.101548,0.19621341,5.205475,7,3,3_X_7,79,1
140800.0,29.0,1986.0,2013.0,448.0,432.0,3.1034,INLAND,34.11,-117.95,True,0.028807726,-0.32755783,0.8794268,-0.19124733,-0.14080335,-0.42247793,5.1486025,7,4,4_X_7,147,1
141600.0,35.0,4036.0,3878.0,904.0,846.0,3.2957,INLAND,34.1,-117.96,True,0.505839,1.1402773,2.350135,1.3973676,1.4177828,-0.30663145,5.1510634,7,3,3_X_7,79,1
143900.0,33.0,1558.0,1600.0,316.0,338.0,2.9712,INLAND,34.1,-117.97,True,0.34682855,-0.6340131,0.3409494,-0.6511096,-0.49468523,-0.50211865,5.158061,7,3,3_X_7,79,1
160100.0,26.0,1399.0,1285.0,277.0,276.0,4.0,INLAND,34.1,-117.97,True,-0.2097079,-0.7478599,-0.06975374,-0.78697795,-0.72809666,0.11765708,5.2043915,7,3,3_X_7,79,1
160800.0,30.0,2686.0,2477.0,613.0,573.0,3.4427,INLAND,34.09,-117.96,True,0.108312935,0.17365417,1.484399,0.38358045,0.39001948,-0.21807484,5.206286,7,3,3_X_7,79,1
131000.0,6.0,1954.0,1584.0,534.0,496.0,3.1621,INLAND,34.09,-117.96,True,-1.7998121,-0.35047036,0.32008827,0.108359866,0.10013751,-0.38711554,5.1172714,7,3,3_X_7,79,1
141800.0,30.0,2775.0,2847.0,657.0,642.0,3.2266,INLAND,34.1,-117.96,False,0.108312935,0.23737969,1.9668123,0.53686786,0.64978385,-0.34825906,5.151676,7,3,3_X_7,79,1
143400.0,31.0,2779.0,2259.0,639.0,670.0,3.4032,INLAND,34.09,-117.97,False,0.18781814,0.24024376,1.2001663,0.47415936,0.7551955,-0.24187066,5.156549,7,3,3_X_7,79,1
166500.0,21.0,2215.0,1792.0,484.0,419.0,2.8375,<1H OCEAN,34.09,-117.95,True,-0.60723394,-0.1635899,0.5912827,-0.065830365,-0.18974446,-0.58266294,5.221414,7,3,3_X_7,79,0
154100.0,34.0,2278.0,1728.0,476.0,448.0,3.125,<1H OCEAN,34.08,-117.95,False,0.42633376,-0.11848082,0.50783825,-0.093700804,-0.08056813,-0.40946552,5.187803,7,3,3_X_7,79,0
140600.0,18.0,1179.0,1296.0,324.0,331.0,2.8510000000000004,<1H OCEAN,34.09,-117.95,True,-0.84574956,-0.90538365,-0.05541173,-0.6232391,-0.5210381,-0.5745302,5.1479855,7,3,3_X_7,79,0
151800.0,39.0,1076.0,1242.0,338.0,332.0,2.2679,<1H OCEAN,34.08,-117.96,True,0.8238598,-0.9791334,-0.12581798,-0.5744659,-0.5172734,-0.92580473,5.1812716,7,3,3_X_7,79,0
159900.0,33.0,4151.0,3563.0,850.0,848.0,3.1912,<1H OCEAN,34.08,-117.96,True,0.34682855,1.2226193,2.350135,1.2092421,1.4253123,-0.36958495,5.2038484,7,3,3_X_7,79,0
173100.0,28.0,2831.0,2330.0,552.0,557.0,3.9741,<1H OCEAN,34.08,-117.96,True,-0.050697483,0.27747664,1.2927376,0.17106836,0.32978427,0.102054246,5.238297,7,3,3_X_7,79,0
176700.0,21.0,2707.0,1742.0,675.0,626.0,2.1062,<1H OCEAN,34.09,-117.94,True,-0.60723394,0.18869053,0.52609175,0.59957635,0.58954865,-1.023217,5.2472367,7,3,3_X_7,79,0
195400.0,32.0,2704.0,1669.0,514.0,497.0,4.4653,<1H OCEAN,34.08,-117.94,True,0.26732334,0.18654248,0.4309129,0.038683776,0.10390221,0.39796582,5.2909245,7,3,3_X_7,79,0
201200.0,34.0,1970.0,1269.0,476.0,406.0,4.064,<1H OCEAN,34.08,-117.94,True,0.42633376,-0.33901408,-0.090614855,-0.093700804,-0.23868556,0.15621233,5.303628,7,3,3_X_7,79,0
187700.0,35.0,2393.0,1336.0,417.0,418.0,4.87,<1H OCEAN,34.08,-117.94,True,0.505839,-0.03613885,-0.003258951,-0.29924527,-0.19350916,0.64176756,5.273464,7,3,3_X_7,79,0
189000.0,37.0,1137.0,672.0,203.0,226.0,3.2969,<1H OCEAN,34.08,-117.95,True,0.6648494,-0.93545634,-0.8689951,-1.0447795,-0.9163317,-0.30590853,5.2764616,7,3,3_X_7,79,0
176500.0,37.0,1987.0,1279.0,399.0,378.0,4.1172,<1H OCEAN,34.07,-117.95,True,0.6648494,-0.3268418,-0.07757666,-0.36195377,-0.3440972,0.18826139,5.2467446,7,3,3_X_7,79,0
163900.0,34.0,2192.0,1376.0,431.0,428.0,3.9861,<1H OCEAN,34.09,-117.93,True,0.42633376,-0.18005829,0.048893824,-0.250472,-0.15586215,0.10928336,5.214579,7,3,3_X_7,79,0
161300.0,35.0,782.0,499.0,153.0,163.0,4.2062,<1H OCEAN,34.09,-117.93,True,0.505839,-1.1896424,-1.0945559,-1.2189697,-1.1535078,0.24187729,5.2076344,7,3,3_X_7,79,0
165500.0,35.0,1891.0,1093.0,353.0,382.0,4.0167,<1H OCEAN,34.09,-117.93,False,0.505839,-0.39557946,-0.32008708,-0.52220875,-0.32903838,0.12771758,5.218798,7,3,3_X_7,79,0
154200.0,37.0,1185.0,769.0,225.0,235.0,4.4625,<1H OCEAN,34.09,-117.93,True,0.6648494,-0.9010875,-0.74252456,-0.9681358,-0.88244945,0.39627904,5.1880846,7,3,3_X_7,79,0
191900.0,36.0,1285.0,679.0,228.0,231.0,3.8705,<1H OCEAN,34.08,-117.92,False,0.5853442,-0.82948583,-0.8598683,-0.95768434,-0.8975082,0.039642934,5.283075,7,3,3_X_7,79,0
185200.0,35.0,2108.0,1257.0,408.0,414.0,4.1312,<1H OCEAN,34.08,-117.92,True,0.505839,-0.24020372,-0.10626069,-0.33059952,-0.20856796,0.19669534,5.267641,7,3,3_X_7,79,0
